Unnamed: 0,Title,Duration,level,lien,description,formateur,Certification,Date,image_source,price,cost_co,cost_year,duration
562,iLabX – The Internet Masterclass,32 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/11508,"After more than 5 000 learners participated in the first two course runs in 2019 and 2020, we made this computer networking course even better! Do not miss your chance to become an Internet master!The Internet is the world's biggest computer network. It connects everything, from people to machines, in all areas, from the art world to the stock exchange, everywhere on this planet and beyond. It has become one of our most important infrastructures. But how does this Internet that enables so many things in our daily lives actually work? After taking part in iLabX, you will not only understand the mechanisms behind modern computer networks, but you will create the Internet yourself on your own computer!",Technische Universität München,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/114913022a54741738833aea29300396c684bce6.png,43,0.47g of CO2,56.08kg of CO2,32
563,LAFF-On Programming for High Performance,20 hours,Level : Intermediate,https://www.my-mooc.com/en/resource/start/11386,"Is my code fast? Can it be faster? Scientific computing, machine learning, and data science are about solving problems that are compute intensive. Choosing the right algorithm, extracting parallelism at various levels, and amortizing the cost of data movement are vital to achieving scalable speedup and high performance.",University of Texas at Austin,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/cfc9ed5d54866d8b162e4b6ccf1c98e387f1d5b3.png,47,0.47g of CO2,56.08kg of CO2,20
564,Code Free Data Science,16 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/11314,"The Code Free Data Science class is designed for learners seeking to gain or expand their knowledge in the area of Data Science.  Participants will receive the basic training in effective predictive analytic approaches accompanying the growing discipline of Data Science without any programming requirements.  Machine Learning methods will be presented by utilizing the KNIME Analytics Platform to discover patterns and relationships in data. Predicting future trends and behaviors allows for proactive, data-driven decisions.  During the class learners will acquire new skills to apply predictive algorithms to real data, evaluate, validate and interpret the results without any pre requisites for any kind of programming.  Participants will gain the essential skills to design, build, verify and test predictive models.  
 ","University of California, San Diego",Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/d882ad2e7bccd29d4e0aeccee528f63bf69f0697.png,34,0.47g of CO2,56.08kg of CO2,16
565,Work with augmented reality (AR) and the web,64 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/11275,"In this course you will learn how to build AR apps with Xcode and look at the different ways to integrate web content into your iOS apps.After completing this course, you will be able to:Use ARKit to create augmented reality scenes and objects for your apps",Curtin University,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/f13e8aa5787f55e3ccb7f376804055a2a2ab7493.png,50,0.47g of CO2,56.08kg of CO2,64
566,Introduction to Digital Humanities,14 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/11230,"As primary sources of information are more frequently digitized and available online than ever before, how can we use those sources to ask new questions? How did Chinese families organize themselves and their landscapes in China’s past? How did African slaves from different cultures form communities in the Americas? What influences informed the creation and evolution of Broadway musicals? How can I understand or interpret 1,000 books all at once? How can I create a visualization that my students can interact with? The answers to these questions can be explored using a wide variety of digital tools, methods, and sources.",Harvard University,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/73086d1a7b0c1a938e81001ac67d36d9d39741dd.png,39,0.47g of CO2,56.08kg of CO2,14
567,Health Informatics: The Cutting Edge,50 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/11197,"Adopting digital health records and sharing the data they contain is a critical step forward. However, since successful management of chronic disease must involve patients, using informatics tools and systems to engage them is now a major area of focus for academic and industry research and development. Much of our focus so far has been on the care of patients one at a time. Another major area of research and development involves the aggregation of data from large groups of patients to understand population (or public) health issues such as the factors external to traditional medicine that cause disease and that impact on our ability to treat it. Finally, digital health data is increasingly being used for research on methods to deploy predictive analytics to improve the diagnosis and treatment of disease as well as to run hospitals and health systems more cost effectively.",The Georgia Institute of Technology,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/aa4bd47d6fdb5cd9c9082641599b0c19e4605a04.png,16,0.47g of CO2,56.08kg of CO2,50
568,Health Informatics: Data and Interoperability Standards,50 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/11196,"Once electronic health records and other clinical systems used in patient care are digital, the focus turns to how this health information can be represented and shared using standards. Developing standards that are both sufficiently comprehensive and also implementable in practice is one of the long-standing health informatics challenges in part because of the complexity of the human body and the resultant complexity of patient care. We discuss data and data sharing (interoperability) standards separately but they are inevitably intertwined since the information being shared using interoperability standards is often represented using data standards.",The Georgia Institute of Technology,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/aa4bd47d6fdb5cd9c9082641599b0c19e4605a04.png,10,0.47g of CO2,56.08kg of CO2,50
569,Health Informatics: A Current and Historical Perspective,50 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/11195,"A brief history of the healthcare informatics field emphasizing long recognized key capabilities and the reasons for their slow adoption. An introduction to the Fast Healthcare Interoperability (FHIR) standard and its transformative potential. This is illustrated by an interview with the clinical team developing a FHIR based tool for use in an ICU environment. A survey of the problems and challenges facing healthcare systems around the world and in the US in particular. An introduction of chronic disease and its key role in rising healthcare costs. Alternate care models that show promise of improving healthcare outcomes while lowering cost and their dependency on the use of information technology. The concept of a Learning Healthcare System that continuously improves using informatics to glean new knowledge from actual patient care and feed it back to providers as they take care of future patients. An interview with a team of Emory researchers that are using a FHIR-based tool to help lower the cost of hospital care while improving outcomes. A discussion of electronic medical records, the federal programs to stimulate their adoption and the challenges physicians have in using them. An interview with the lead of the FHIR effort at the major health IT vendor Cerner. A detailed discussion of the rich array of patient-facing informatics tools and approaches used in the past and being increasingly deployed at present. An activity using Microsoft’s Personal Health Record system for patients. A detailed discussion of the complex technical and policy issues surrounding the sharing and exchange of confidential health information. An interview with a Blockchain expert and with an expert on data models for sharing of healthcare information for research,",The Georgia Institute of Technology,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/aa4bd47d6fdb5cd9c9082641599b0c19e4605a04.png,12,0.47g of CO2,56.08kg of CO2,50
570,"Architecture, Algorithms, and Protocols of a Quantum Computer and Quantum Internet",36 hours,Level : Intermediate,https://www.my-mooc.com/en/resource/start/10838,"In this course we will demonstrate how a large-scale quantum computer could be controlled and operated. Among the topics that we will discuss are micro-architectures, compilers, and programming languages. The course will also cover some of the basics of quantum error-correction, an essential procedure that allows us to combat errors that arise during computations using delicate qubits, necessary for fault-tolerant quantum computing. To complete the story arc from the hardware of quantum computers to their software, the course will discuss the main factors that triggered the efforts to build quantum computers in the first place: quantum algorithms.",Delft University of Technology,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/bc53f9301bac45d06c735b82edbf7361062d1ccd.png,10,0.47g of CO2,56.08kg of CO2,36
571,Global Software Development,24 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/10662,"Software engineering operates ever more frequently in globally distributed settings, in a practice that is known as Globally Distributed Software Engineering (GDSE). In this course, you will obtain a practical overview of the organization and operation of software engineering of this practice. As such, it is aimed at professionals in distributed global software development teams, and executives setting up and leading such teams who would like to develop the required technical and organizational skills.",Delft University of Technology,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/bc53f9301bac45d06c735b82edbf7361062d1ccd.png,26,0.47g of CO2,56.08kg of CO2,24
572,Health Informatics for better and safer healthcare,12 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/10648,"Healthcare providers around the globe (e.g., doctors, nurses, physical or occupational therapists, etc.) are increasingly relying on health information technology, like electronic health records, for their daily routine tasks. Although using health information technology holds tremendous promises (like personalized and precision medicine to all) it can also result in unforeseen consequences leading to patients’ harm. To fulfill the promise of better and safer care through information technology, health providers need to learn about the existing systems design and capabilities while technical experts (e.g., computer programmers) need to understand the complex healthcare needs and processes. This course aims to bridge the current gaps in health informatics education and introduce the major aspects of the field to novice and advanced clinical and technical audiences.  Health & Safety, Medicine, Computer ScienceWhat kinds of careers are out there in Health Information Technology?

What are the core disciplines on which Health Information technology is built?

How does Clinical Decision Support work?

What is the Electronic Health Record comprised of, and how does it work?

What do we need Health Terminologies for?

How is Text and Data Mining used in Healthcare?

What type of Image Processing is used to make health imagery usable?

What happens when Health Information Systems have low usability?

How is patient’s safety warranted by Health Information Systems?",Edx,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/a7dbf6913ef38e2d61acd3d9b08117dcdba2eeeb.png,24,0.47g of CO2,56.08kg of CO2,12
573,Python Data Structures,14 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/6233,"This course will introduce the core data structures of the Python programming language. We will move past the basics of procedural programming and explore how we can use the Python built-in data structures such as lists, dictionaries, and tuples to perform increasingly complex data analysis. This course will cover Chapters 6-10 of the textbook “Python for Everybody”. This course covers Python 3.",University of Michigan,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/0344240287e7814b35361054c4febdafb1c65f07.png,42,0.47g of CO2,56.08kg of CO2,14
574,Programming for Everybody (Getting Started with Python),14 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/6232,"This course aims to teach everyone the basics of programming computers using Python. We cover the basics of how one constructs a program from a series of simple instructions in Python. The course has no pre-requisites and avoids all but the simplest mathematics. Anyone with moderate computer experience should be able to master the materials in this course. This course will cover Chapters 1-5 of the textbook “Python for Everybody”. Once a student completes this course, they will be ready to take more advanced programming courses. This course covers Python 3.",University of Michigan,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/0344240287e7814b35361054c4febdafb1c65f07.png,19,0.47g of CO2,56.08kg of CO2,14
575,Build your very first iOS app,64 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/10568,"In this course you will learn the tools, techniques and concepts needed to build a basic iOS app, from scratch. You will be introduced to the Swift programming language and learn how to utilise the Apple developer tools to build an app.After completing this course, you will be able to:",Curtin University,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/f13e8aa5787f55e3ccb7f376804055a2a2ab7493.png,45,0.47g of CO2,56.08kg of CO2,64
576,Digital Security and Human Rights,3 hours,Level : Introductory,https://www.my-mooc.com/en/resource/start/10482,"Malware. Phishing. Data retention. Mass surveillance. We know there are real risks in the digital world, but we don’t always know what to do about them. How do these threats work? How important is digital security? Where do we even start?This course is a starting place for learning more about digital threats and how to strengthen your security online. You don’t need to have any technical expertise—the course will guide you through some of the important terms and concepts you should know.",Amnesty International,Fee-based certification,self pace,https://cdn.my-mooc.com/media/cache/conceptor_100x75/conceptor/logo/076cf2a17f1b2bf77192711f075dca1dff1ec860.png,51,0.47g of CO2,56.08kg of CO2,3
